episode,reward
0,-140.22025526560077
1,-96.83717754931985
2,-405.73099790388756
3,-289.87125660509423
4,-44.10645791118178
5,-159.9156964751852
6,-113.45088622398404
7,-154.52468744798966
8,-427.96965337625886
9,-307.7714872191849
10,-93.70116588062173
11,-148.95562363472223
12,-226.88847839337123
13,-138.19874281017775
14,-311.0357303815687
15,-116.17542968970307
16,-215.1278174191939
17,-234.09381764424688
18,-87.01453651639878
19,-136.0812728424445
20,-213.42863387433516
21,-171.759423968001
22,-122.3159578765567
23,-237.07216968676312
24,-183.02383355830972
25,-156.8436054571191
26,-121.45541585091144
27,-142.7556544693542
28,-127.18424485706743
29,-114.02721625109604
30,-63.645732770586115
31,-175.7288108666807
32,-85.12353909420229
33,-117.00587807223243
34,-211.2139111565606
35,-150.3200236155108
36,-122.46321948762244
37,-149.84417880550507
38,-228.7976998584939
39,-93.72415357206164
40,-140.17680472358052
41,-172.11121889507018
42,-175.45647527464251
43,-103.86621190753964
44,-10.197883364348002
45,-82.89474605726373
46,-285.53360470366016
47,-97.06590869332727
48,-51.610350640578375
49,-249.93620562234426
50,-142.51305677012152
51,-306.2076827011353
52,-85.78141490146685
53,29.70858821686278
54,-259.37232621830424
55,-120.52731751676286
56,-123.77662957682568
57,-169.84820929272973
58,-67.06386974386085
59,-91.57288137841356
60,-96.44158723679548
61,-106.73542889422247
62,-68.68835124806964
63,-435.57016637090817
64,-99.80452317190296
65,-173.12015368877843
66,-245.78877778767344
67,-56.467482074340765
68,-254.4465029484645
69,-230.4187721643371
70,-153.2978762806365
71,-137.2310728676149
72,-130.3512841614093
73,-125.95407601882327
74,-395.4128399149186
75,-109.70407414868322
76,-91.3496922421316
77,-400.966940008299
78,-297.40327661172245
79,-177.62597975707615
80,-259.64434969283485
81,-102.57279647183496
82,-241.71499860180944
83,-105.56211324067633
84,-541.5858931185223
85,-61.277419426857385
86,-131.6514687894302
87,-139.1304547769555
88,-71.3035091117491
89,-107.86903587113883
90,-401.39945418849555
91,-243.51107224507658
92,-501.44544943584583
93,-60.99792496063412
94,-154.61082945496906
95,-102.63069246299514
96,-167.95213787369028
97,-373.03511944110903
98,-151.2120944078299
99,-327.05082790962183
100,-175.3795841872352
101,-73.88872943787072
102,-317.13342079635754
103,-80.23805030357488
104,-217.13407952461267
105,-145.21963592967418
106,-157.072054228971
107,-354.7039646871987
108,-53.33167955751439
109,-71.7257346134453
110,-167.21645444765772
111,-132.01687322186478
112,-27.672663521605713
113,-406.0643895156728
114,-86.71906589712539
115,-328.19269093763
116,-86.48823996721384
117,-63.16062939160019
118,-142.02077670372043
119,-137.98862573111776
120,-315.26577135957257
121,-124.46154726783092
122,-144.4822401551089
123,-272.3493902188387
124,-226.32715247557155
125,-72.23711847721103
126,-92.84261143513532
127,-195.19560836140982
128,-150.0938735489976
129,-114.40744955114063
130,-387.77248031652067
131,-459.7845005342738
132,-90.90540136173767
133,40.78534540339811
134,-178.21092693200018
135,-102.35934562019992
136,-114.26973087274806
137,-94.58614054745865
138,-125.37431458729193
139,-360.1577674666811
140,-122.11003187310385
141,-76.92806021841345
142,-108.81974633494437
143,-93.92461516804161
144,-95.11744602035176
145,-306.477971631195
146,-69.20606452181713
147,-83.12803369628595
148,-264.4612109154905
149,-178.008899551848
150,-443.9334739503737
151,-385.6121144846046
152,-99.52333033112718
153,-387.1248827122371
154,-232.05668768993542
155,-116.95893754698974
156,-547.8646885879641
157,-169.995890637873
158,-82.28842325677337
159,-62.63044005293106
160,-62.073390401240225
161,-326.53282415894535
162,-366.4254932024228
163,-202.05367163141568
164,-117.0094875977461
165,-116.06656931417146
166,-314.9554529087594
167,-80.60788523194759
168,-469.83450138716904
169,-369.8364988288551
170,-128.37138766884368
171,-425.46105452803187
172,-130.36954431812046
173,-355.8234344723142
174,-102.46396096460367
175,-125.54567059988702
176,-113.98444840555266
177,-400.27010420526335
178,-312.3081489401857
179,-412.3119964848386
180,-131.0058709141016
181,-150.90856320382434
182,-353.71642048973325
183,-109.6955906836759
184,-93.22030923707638
185,-76.36256954662633
186,-126.02411990674992
187,-130.0858153011161
188,-450.6670923222741
189,-65.89945877061015
190,-327.64219775755225
191,-339.9024163629556
192,-78.93019860138548
193,-136.8560446724274
194,-384.31990450263095
195,-85.2503503550835
196,-97.00476468992511
197,-114.05797827165654
198,-329.3476022697154
199,-250.40752461988575
200,-49.72033606500224
201,-240.48706488383425
202,-262.5766455607783
203,-175.5402025717152
204,-307.68575220080385
205,-54.05690180249206
206,-86.45116044646686
207,-304.07104661885546
208,-379.76789480567294
209,-135.73855208693308
210,-55.88277804833956
211,-198.59800204133816
212,-166.48118656236562
213,-287.3442372655211
214,-178.22234392314226
215,-154.04913287895795
216,-220.41597342395096
217,-26.20535641181388
218,-461.97155762378674
219,-325.22495595313785
220,-209.20498109547208
221,-396.9988277867098
222,-74.44015816577152
223,-76.4182335219943
224,-99.89610352188257
225,-369.27148678132215
226,-249.49221798216146
227,-309.66136864471224
228,-121.49528640233613
229,-370.21344594978643
230,-88.62415399535162
231,-422.580923669384
232,-118.04543876155087
233,-252.45640679868748
234,-169.30981871066766
235,-375.172989332473
236,-444.9357121323061
237,-239.76322877516793
238,-384.86635076653033
239,-244.75473582702227
240,-170.99000422202545
241,-122.31291442108405
242,-101.2392493932068
243,-252.45877189115123
244,-426.9957840991171
245,-49.64459478562634
246,-173.72712765089005
247,-316.8521967937976
248,-428.47196434831017
249,-21.70777447832731
250,-73.41751666677476
251,-194.88214719101484
252,-150.50725126884439
253,-177.35347643068675
254,-353.4785977634315
255,-158.5957615639911
256,-356.3818662905431
257,-154.38142918389795
258,-300.85732105271046
259,-72.83917611123724
260,-358.2516903584591
261,-88.70959363968232
262,-271.57481920769396
263,-211.43293873589292
264,-404.39616052937686
265,-200.07388421177777
266,-77.80402111851555
267,-82.84867023459671
268,-92.61999035047712
269,-269.8395152140065
270,-83.03264242161177
271,-103.14167237134134
272,-240.32228344468788
273,-192.37338083896964
274,-117.34071968977204
275,-277.9742357064972
276,-11.409812986277416
277,-420.11105478806013
278,-158.67538549120917
279,-395.89370229484445
280,-114.00248375107405
281,-334.7088968684145
282,-269.50006570648327
283,-142.39085419527868
284,-240.3219464462944
285,-129.09934662362437
286,-95.10427189718405
287,-148.32609488159852
288,-84.50193272381611
289,-356.13035444665024
290,-89.93811859653005
291,-446.5509991491908
292,-235.9538870034837
293,-93.20731993654493
294,-137.75873479152824
295,-202.37193015772021
296,9.749141407835964
297,-260.7237115070109
298,-95.81361950096596
299,-323.66215718265056
300,-76.90223074924717
301,-305.56265731940266
302,-169.37951799861054
303,-138.8574064718145
304,-341.1688932127687
305,-8.985896251106723
306,-79.64592500663579
307,-142.31861689374352
308,-313.02244610339477
309,-99.00938373480831
310,-530.0242799229794
311,-121.02105027323051
312,-191.03787567799841
313,-317.2570519978889
314,-354.86225997596347
315,-112.96683622354972
316,-105.63499033606531
317,-336.87769192287476
318,-266.3566291131632
319,-80.44626559474293
320,-568.7295938589639
321,-162.47183938981675
322,-100.12137054278321
323,-528.9653284863888
324,-94.49885294065182
325,-95.55285814123704
326,-215.07763448717213
327,-264.29257422948876
328,-71.02297581310947
329,-237.53876543392718
330,-87.51248516814707
331,-220.39257552772082
332,-389.61489961344597
333,-214.34159401130438
334,-108.11294706802704
335,-35.8982942352049
336,-359.6919111384808
337,-125.52867746658514
338,-140.95290052185456
339,-229.3569284724955
340,-214.4362001392799
341,-11.838286305337675
342,-110.67676531541484
343,-193.65970797873098
344,-280.394682860277
345,-198.57066935404623
346,-111.78088889975322
347,-388.13461753040013
348,-435.0900125341585
349,-58.06955941064233
350,-204.29559199098372
351,-112.11289576160267
352,-250.69147791725615
353,-66.13000896491383
354,-268.82863168034373
355,20.027206486183744
356,-352.1042656525368
357,-199.49483524434504
358,-89.88071221033262
359,-235.83450854053365
360,-64.31926463749936
361,-280.62697359753184
362,-391.1118966376155
363,-214.43646675682237
364,-59.27330930093165
365,-109.26812014491668
366,-371.4608877732751
367,-66.21514441862942
368,-403.6284791838437
369,-56.950631605139755
370,-211.68130558836066
371,-88.12466395103425
372,-116.91757199767301
373,-101.64730887795481
374,-116.26815113974362
375,-161.65928558258548
376,-135.1271706883809
377,-395.2587547016146
378,-535.3674014468465
379,-69.43678543526042
380,-279.4609338932969
381,-454.8276819457345
382,-102.3981846235382
383,-287.22454132050933
384,-74.04481786104533
385,-122.79017995453135
386,-316.5348213690993
387,-442.3895097289514
388,-275.4012322491133
389,-265.2970621025861
390,-267.84626896956695
391,-81.29491776707596
392,-217.01161561249438
393,-120.1037325890742
394,-143.0162493761351
395,-97.86801462671636
396,-103.83677721082168
397,-147.4123505313092
398,-325.50985514615934
399,-105.00486594399918
400,-74.92453075858717
401,-79.61567406174649
402,-143.02808108786743
403,-76.957139711107
404,-66.89791576976896
405,-71.05556114365243
406,-93.87462774667274
407,-0.9367711063586199
408,-146.6099655996343
409,-253.7788119745522
410,-109.24806896379854
411,-147.58212304688968
412,-49.981991391795
413,-105.3085340773077
414,20.17406205130294
415,-109.20474427533472
416,-67.36418590926594
417,-171.27859685613925
418,-42.32579582824543
419,-8.150413060724176
420,-141.08783921043903
421,-87.77179141184595
422,-325.23344141350844
423,-72.24144222041576
424,-208.79748177352621
425,-75.71189480877834
426,-182.1446335779641
427,-120.5670701554335
428,-245.3533723570693
429,-139.51528019145354
430,-91.33405937259468
431,-178.43016443642452
432,-217.94139393690045
433,-95.19983912729522
434,-187.05173621241903
435,-58.498643173993656
436,-127.36844982295143
437,-79.64003754052405
438,-82.44355595198705
439,-171.5451275067531
440,-112.81611451081281
441,-154.30800448748448
442,-20.872951077483492
443,-231.30238491014742
444,-100.88120807031882
445,-117.1124916576818
446,-545.0441582940352
447,-194.2815479107068
448,-251.07307711566008
449,-132.75935933187543
450,-87.09993326221492
451,-93.63088544427622
452,-196.27050326973796
453,-271.6321696967666
454,-93.88046236037536
455,-155.53129941108045
456,-89.09870168181095
457,-89.92662767577403
458,-113.8607455474062
459,-104.94823192714617
460,-53.857257099468924
461,-159.76322116401548
462,-132.73468014575417
463,-40.66538071920777
464,5.58714328233809
465,-115.32010019748176
466,-39.48049823734762
467,-37.52233958478291
468,-55.00883833445143
469,-100.84747831072212
470,-40.59803214453713
471,-115.56254310938444
472,-130.9248120429223
473,-194.61838179492236
474,-111.20998573240277
475,-36.291597227837414
476,-101.52384892072781
477,-60.87909634581267
478,-57.13614057355315
479,-108.55441456129832
480,-292.48472247255097
481,-227.83874940240116
482,-79.83411095735306
483,-114.09140965329934
484,-131.33946765093575
485,-243.60293177397986
486,-207.6487870591012
487,-109.41660398211795
488,-179.21795288045223
489,-90.93970052954609
490,-96.54606497437032
491,-173.5170847469859
492,-87.31449204009712
493,-251152.29326185936
494,-302.83642659578226
495,-216.74753001836152
496,-274.46789843988665
497,-124.08416369310211
498,-52.200114772635956
499,-102.78399289494484
500,-106.11500911100147
501,-54.927858405181006
502,-92.75117594502065
503,-226.32224460977605
504,-342.00746762135293
505,-158.7603731123656
506,-322.6377119627484
507,-207.2355940745398
508,-309.34647238920223
509,-288.38460534566025
510,-103.21497847097426
511,-51.000801501608755
512,-385.1957078723966
513,-100.07082484730955
514,-256.10343554480187
515,-35.305341128137385
516,-60.297679257561725
517,-102.70703242223466
518,-22.878964722420633
519,-77.11628873061969
520,-168.14937705673032
521,-27.338796583284534
522,-206.75651594038348
523,-216.97231725836184
524,-117.6269388342492
525,-44.7807264101789
526,-135.47389058307476
527,-72.78567207256053
528,-103.4731211829741
529,-80.39869101905812
530,-176.53603997284563
531,-238.52184203870723
532,-284.0683572353072
533,-116.1251680899137
534,-143.0060854279723
535,-125.66222412968206
536,-100.78195504364848
537,-141.90219589685472
538,-133.52862636629035
539,-118.04494630456657
540,-58.59196424537643
541,-225.62035034043492
542,-100.23121710476195
543,-96.42175380204566
544,-157.29767461894966
545,-176.7308929569748
546,-88.51191756431342
547,-39.07025708741139
548,-249.4626404417291
549,-147.25818586698892
550,-202.6556640503729
551,-96.08130510446541
552,-128.57776365749774
553,-115.31115982407658
554,-82.87314706356763
555,-90.94940525133104
556,-72.5192568593827
557,-280.99221985003146
558,-258.6869714729985
559,-178.16525027798525
560,-170.28217729291305
561,-273.6537360165104
562,-169.3952247598231
563,-75.23952251967671
564,-152.29174424396973
565,-112.24799138587866
566,-62.76416419200305
567,-95.07243593656607
568,-83.0418263919098
569,-115.71982922864787
570,-281.25052717654546
571,-212.14877005562244
572,-232.2244302812847
573,-156.94267116311806
574,-135.05561906478695
575,-34.770163721280085
576,-251.89084899675234
577,-120.94439302646197
578,-139.8071450528938
579,-31.515715345811472
580,-107.58641084248181
581,-101.1718823758328
582,-161.95269399710475
583,-22.378914108970847
584,-89.31550584799079
585,-41.61958364321033
586,-144.0431042827142
587,-112.08849785467794
588,-107.57417173585537
589,-89.1614903056162
590,-88.08311919276443
591,-61.87548867364208
592,-20.41881206856509
593,-155.64372435706395
594,-77.90169134247105
595,-208.57616572011307
596,-126.77840782140976
597,-137.7286273521675
598,-96.98132826206137
599,-135.77079535716683
600,-29.10496683287083
601,-53.30822566547798
602,-118.877960210485
603,-209.5784570400878
604,-224.597286376787
605,-128.6759697427832
606,-93.98589972164237
607,-94.66792387243626
608,-120.48369587046405
609,-290.0490084483639
610,-164.90418470989516
611,-154.01281722945728
612,-36.98344190157026
613,-111.2998710975158
614,-190.7115488182941
615,-59.49305517167424
616,-323.7624380193902
617,-240.7967148042522
618,-232.45986304461246
619,-72.55248224551492
620,-154.09745780272652
621,-139.10521061001347
622,-255.3329306986738
623,-11.116494579446083
624,42.72010315291669
625,-110.85338829436178
626,-113.23746890381636
627,-272.5891896806629
628,-73.99917255912739
629,-352.82673748259316
630,-285.24112876743277
631,-172.62507998059408
632,-214.18402587108557
633,51.285941191098175
634,-97.11838438766479
635,-123.8769577275234
636,-49.08479908071225
637,-235.09038423441598
638,-47.44797878203149
639,-333.3093658453954
640,-72.81595571680886
641,-261.0780554242915
642,-124.03414608671757
643,-73.89085887864918
644,-319.47998052577117
645,-149.3520352397909
646,-127.98630837083925
647,-102.97357748316654
648,-241.18551587446584
649,-141.4064374112185
650,55.85175743975037
651,-109.80234325683335
652,-107.68898215273818
653,-336.08615918646944
654,-76.05309818898498
655,-105.97033612200316
656,-214.81925832047892
657,-134.62466143529238
658,-251.01699891591088
659,-146.60186767755457
660,-257.81955925828265
661,-209.9771312040222
662,-195.95341606229334
663,-168.02932805220934
664,-268.8159851507985
665,-96.76954409671204
666,-361.63631425235053
667,-163.36106568927596
668,-224.16295113441507
669,-135.42736216585797
670,-88.9516467095798
671,-392.35447543161786
672,-360.0839053779699
673,-91.79937264568275
